label;db_id;Tweet;Original Text;Sentiment;Objetive/Subjective
-1;387; Crypto scam ads on  Facebook find new victim   FB  tech  Technology  Socialmedia  cryptocurrency  cryptocurrencies   ;"#Crypto scam ads on #Facebook find new victim

$FB #tech #Technology #Socialmedia #cryptocurrency #cryptocurrencies
 https://t.co/EDjxgGQK3m https://t.co/4yogg5Tuvc";-1;0.25227272727272726
-1;388; FB Facebook Says Outages Have Been Resolved  ;"$FB Facebook Says Outages Have Been Resolved

https://t.co/3l9ewspFBP";0;0.0
0;389; FB Finally up and over        if this level holds I am looking for      otherwise I am shorting if it falls back below      ;$FB Finally up and over 200... if this level holds I am looking for 205, otherwise I am shorting if it falls back below 200. https://t.co/02KoOILqzG;1;0.5
-1;390;Booking has been pulling back on Google ads but a clear beneficiary of that is Facebook  FB ;Booking has been pulling back on Google ads but a clear beneficiary of that is Facebook $FB https://t.co/oSGbiQ8E7o;1;0.19166666666666665
0;391; FB sloppy climb  but holding trend    ;$FB sloppy climb, but holding trend... https://t.co/O3aOloimKs;1;0.75
-1;392;Facebook  FB  Instagram Resolve Thanksgiving Day Outage  Just do like I did  Delete Facebook  Open an Instagram Account     ;"Facebook $FB, Instagram Resolve Thanksgiving Day Outage

Just do like I did: Delete Facebook, Open an Instagram Account. 😂

https://t.co/xGFkxWHhDc";1;0.5
-1;393; FB Analysis Of    M Instagram Posts Shows Massive Growth Of Interest In CBD  Especially In Beauty Markets  ;"$FB Analysis Of 195M Instagram Posts Shows Massive Growth Of Interest In CBD, Especially In Beauty Markets

https://t.co/na9Debzfjo";1;1.0
-1;394;markfidelman   What Zuckerberg Should Have Told Congress About Libra   did Mark Zuckerberg become the face of stablecoins  How did we get so unlucky     FB  libracoin   via Twitter  ;markfidelman : What Zuckerberg Should Have Told Congress About Libra - did Mark Zuckerberg become the face of stablecoins? How did we get so unlucky?  https://t.co/u22AAG02Ho $FB #libracoin https://t.co/ka4kex08vS (via Twitter https://t.co/zOsfpqJOhd) https://t.co/13JZpoe84Q;-1;0.0
-1;395;What Zuckerberg Should Have Told Congress About Libra   did Mark Zuckerberg become the face of stablecoins  How did we get so unlucky     FB  libracoin ;What Zuckerberg Should Have Told Congress About Libra - did Mark Zuckerberg become the face of stablecoins? How did we get so unlucky?  https://t.co/jvZ5hSFpeN $FB #libracoin https://t.co/5g9nC5krhU;-1;0.0
-1;396; FB   Facebook Experiences Sporadic Outages     nd Update ;$FB - Facebook Experiences Sporadic Outages -- 2nd Update https://t.co/OQnDb6qlSh;0;0.0
0;397;Facebook  Inc   NASDAQ FB  Shares Bought by GW Henssler  amp  Associates Ltd   FB ;"Facebook, Inc. (NASDAQ:FB) Shares Bought by GW Henssler &amp; Associates Ltd. $FB https://t.co/4WH2PGgyte";1;0.0
0;398;This trade in  FB was one of the longer swing trades  in duration  that I made in quite some time  Excellent example of a breakout of consolidation   stocks ;This trade in $FB was one of the longer swing trades, in duration, that I made in quite some time. Excellent example of a breakout of consolidation. #stocks https://t.co/SZMsUjCCBG;1;1.0
-1;399;Found on  FB   Milwaukee Thanksgiving appetizer ;Found on $FB.  Milwaukee Thanksgiving appetizer https://t.co/pTF2VSaBNH;0;0.0
-1;400; FB   Facebook Experiences Sporadic Outages    Update ;$FB - Facebook Experiences Sporadic Outages -- Update https://t.co/RpRvjGs2fK;0;0.0
-1;401;Jennifer Newstead Sells     Shares of Facebook  Inc   FB Stock  ;Jennifer Newstead Sells 260 Shares of Facebook, Inc. $FB Stock  https://t.co/lVruyox39P;1;0.0
-1;402;Facebook says outages on FB  Instagram and Messenger caused by central software system issue  notes it is working on  restoring access    FB ;"Facebook says outages on FB, Instagram and Messenger caused by central software system issue, notes it is working on 'restoring access'

$FB
https://t.co/uTagoIDwoT";0;0.25
-1;403;Facebook restoring service after major outage on Thanksgiving Day   FB;"Facebook restoring service after major outage on Thanksgiving Day
https://t.co/pQmJgJeAhT
$FB";1;0.5
-1;404; FB   Facebook Experiences Sporadic Outages ;$FB - Facebook Experiences Sporadic Outages https://t.co/IB8jiKuojM;0;0.0
-1;405; FB EU Parliament Faces Data Probe a Year After Attacking Facebook via ;$FB EU Parliament Faces Data Probe a Year After Attacking Facebook via https://t.co/dU2ohMsCEH;-1;0.0
-1;406;FACEBOOK DOWN     FB;FACEBOOK DOWN?! https://t.co/ocLtjqRnGg $FB;0;0.2888888888888889
-1;407; FB Trusted third parties should issue stablecoins  not Facebook   ;$FB Trusted third parties should issue stablecoins, not Facebook - https://t.co/9EjtsxJpNY;1;0.0
-1;408; Facebook  FB and Instagram are down   stocktwits  stockmarketnews ;#Facebook $FB and Instagram are down https://t.co/xE98kMyJVV #stocktwits #stockmarketnews https://t.co/ISXJRnNFXk;0;0.2888888888888889
-1;409; FB Facebook is down on the Computer  but seems to be working on the phone   Just use  Happy Thanksgiving ;$FB Facebook is down on the Computer, but seems to be working on the phone.  Just use https://t.co/uhky5tehop Happy Thanksgiving!;1;0.6444444444444445
-1;410; Instagram is down because all of you virtue signalers need too much virtue signaling these days and  FB servers couldn t calculate all the pity at once ;#Instagram is down because all of you virtue signalers need too much virtue signaling these days and $FB servers couldn't calculate all the pity at once.;1;0.22962962962962963
-1;411; FB   Facebook and Instagram are down   ;"$FB:

Facebook and Instagram are down:

https://t.co/wIHqAgpjMb";0;0.2888888888888889
-1;412;Added to my reading list  FB ;"Added to my reading list
$FB https://t.co/NSz2UvHU0w";1;0.0
-1;413;   instagram News   Facebook  Instagram and Messenger Down    TechNews  Technology  instagram  IG  FB ;"🐩📷@instagram News: ""Facebook, Instagram and Messenger Down"" https://t.co/HBD20BteZZ #TechNews #Technology #instagram #IG $FB https://t.co/r5Q2QCrGmf";0;0.2888888888888889
-1;414;News      facebook    Facebook  Instagram and Messenger Down   TechNews  FB  facebook  Technology  tech ;News 👨🏼📖 @facebook 🐳: Facebook, Instagram and Messenger Down https://t.co/HBD20BteZZ #TechNews $FB #facebook #Technology #tech https://t.co/30lDGmZo59;0;0.2888888888888889
-1;415;me trying to spend thousands on ads while Instagram and  FB are down the day before black friday  instagramdown ;me trying to spend thousands on ads while Instagram and $FB are down the day before black friday #instagramdown https://t.co/Ac9elgr72B;0;0.36111111111111116
-1;416;Thankful for  instagram being down right now  FB;Thankful for @instagram being down right now $FB;1;0.4123015873015873
0;417; FB is down   anyone short the stock or have puts   ;$FB is down - anyone short the stock or have puts?? https://t.co/NsBC4Psega;-1;0.29444444444444445
-1;418; LaurenGoode   Who can I complain to about Facebook  if Chris Cox is gone  Seriously  I ve been trying to upload a photo for two weeks  and it keeps sending me to Hades  Yet  they want me to buy  Advertising  What are they doing over there  besides cashing checks from Putin      FB  AdTech;"@LaurenGoode 🇶 Who can I complain to about Facebook, if Chris Cox is gone? Seriously, I've been trying to upload a photo for two weeks, and it keeps sending me to Hades. Yet, they want me to buy #Advertising. What are they doing over there, besides cashing checks from Putin? 🧐

$FB #AdTech";0;0.6666666666666666
-1;419; FB and  instagram are jacked this morning    Shred  shred SHRED IT ALL      Faster god damn it       ;"$FB and #instagram are jacked this morning 

""Shred, shred SHRED IT ALL!!!!! Faster god damn it!!!!!!""";0;0.0
-1;420;Twitter has been the enforcer of PC culture  It s decision to become a censor makes it and  FB cancers on free speech as a concept   jack  markzucky ;Twitter has been the enforcer of PC culture. It's decision to become a censor makes it and $FB cancers on free speech as a concept. @jack @markzucky https://t.co/apNhODYAmB;0;0.8
-1;421;Get s    done   Sources describe Facebook crypto exec David Marcus as visionary and ruthlessly focused  FB  new from  robaeprice ;Get s--- done': Sources describe Facebook crypto exec David Marcus as visionary and ruthlessly focused $FB, new from @robaeprice https://t.co/KgHUStO736;1;0.7272727272727273
0;422;Good numbers for  FB      Instagram users   Jun         billion Sep           million Dec           million Jun           million Mar           million Sep           million May          million Sep           million Jun           million Sep            oliviabvoz ;"Good numbers for $FB 🇺🇸

#Instagram users:

Jun 2018: 1 billion
Sep 2017: 800 million
Dec 2016: 600 million
Jun 2016: 500 million
Mar 2014: 200 million
Sep 2012: 100 million
May 2012: 50 million
Sep 2011:  10 million
Jun 2011:   5 million
Sep 2010:  0

@oliviabvoz https://t.co/gqf6kbV1ej";1;0.6000000000000001
0;423;Negative social media sentiment for Facebook  Inc  FB  More at  ;"Negative social media sentiment for Facebook, Inc $FB

More at https://t.co/IzSDz8jHnE https://t.co/38qAGrDI4C";-1;0.32222222222222224
-1;424;Covington Capital Management Has        Million Holdings in Facebook  Inc   NASDAQ FB   FB ;Covington Capital Management Has $11.10 Million Holdings in Facebook, Inc. (NASDAQ:FB) $FB https://t.co/VnL5YtU5qc;0;0.0
0;425;The majority of users on Vetr are bullish on Facebook  Inc   indicating a BUY Rating      stars  for  FB ;The majority of users on Vetr are bullish on Facebook, Inc., indicating a BUY Rating (3.5 stars) for $FB https://t.co/jar7tR4b9Q;1;0.0
-1;426; FB Azerbaijans Ruling Party Urges President to Dissolve Parliament via ;$FB Azerbaijans Ruling Party Urges President to Dissolve Parliament via https://t.co/dU2ohMsCEH;1;0.0
-1;427; FB Asbestos Is a Dirty Word  Prompting Change in Namesake Town via ;$FB Asbestos Is a Dirty Word, Prompting Change in Namesake Town via https://t.co/dU2ohMsCEH;-1;0.8
0;428; FB  Pot  cont  Uptrend LONGERTERM Wly Dly Hly combo chart  Facebook  Stocks ;$FB https://t.co/ZTIcvYqTx7 Pot. cont. Uptrend LONGERTERM Wly-Dly-Hly combo chart #Facebook #Stocks https://t.co/XQYliXLyRD;1;0.0
-1;429;American eaters are addicted to Instagram   FB  ;American eaters are addicted to Instagram. $FB https://t.co/6o7D46TJgu https://t.co/JJH30JoCaK;0;0.3
0;430; FB s in Uptrend  Moving Average Convergence Divergence  MACD  Histogram just turned positive  View odds for this and other indicators    FacebookIncOrdinaryShares  stockmarket  stock  technicalanalysis  money  trading  investing  daytrading  news  today ;$FB's in Uptrend: Moving Average Convergence Divergence (MACD) Histogram just turned positive. View odds for this and other indicators: https://t.co/8x7lrYYtNo #FacebookIncOrdinaryShares #stockmarket #stock #technicalanalysis #money #trading #investing #daytrading #news #today https://t.co/BIZWaOqSPD;1;0.4401515151515151
0;431; FB new insider selling      shares  ;$FB new insider selling: 260 shares. https://t.co/Edq9wnvzWa;1;0.45454545454545453
0;432;From  robaeprice     Facebook employees leading Mark Zuckerberg s mission to rebuild the social network and reverse its troubles in the massive  pivot to privacy   FB ;From @robaeprice: 16 Facebook employees leading Mark Zuckerberg's mission to rebuild the social network and reverse its troubles in the massive 'pivot to privacy' $FB https://t.co/k8pAxIPq8V;-1;0.5333333333333333
-1;433; FB   TikTok lifts ban on US teen who criticized China s treatment of Muslims   ;"$FB:

TikTok lifts ban on US teen who criticized China’s treatment of Muslims:

https://t.co/aq70AVeo4d";-1;0.0
-1;434; FB Former Hong Kong Leader Says Protests Wont Force Chinas Hand via ;$FB Former Hong Kong Leader Says Protests Wont Force Chinas Hand via https://t.co/dU2ohMsCEH;-1;0.0
0;435;Option traders are gonna love this predicted end of year rally for  FB;Option traders are gonna love this predicted end of year rally for $FB;1;0.6
-1;436;Let s all give thanks the treacherous  First Amendment hating  parasite known as Julia Allison wants a future in Mexico    TheSociopathicBusinessModel  FraudFormula  FB ;"Let's all give thanks the treacherous, First Amendment hating, parasite known as Julia Allison wants a future in Mexico. 
#TheSociopathicBusinessModel #FraudFormula $FB https://t.co/MiA7e9Eur9";0;0.18958333333333333
-1;437;The last   apps my Mom downloaded on her iPad were through of  FB ads   Maybe a single how influential Facebook ad platform is ;"The last 5 apps my Mom downloaded on her iPad were through of $FB ads. 
Maybe a single how influential Facebook ad platform is.";1;0.14047619047619048
0;438; HaroldNGarnerJ  Facebook Option Traders Betting On A Holiday Rally  FB    via  benzinga;@HaroldNGarnerJ2 Facebook Option Traders Betting On A Holiday Rally $FB https://t.co/FvJWgajznm # via @benzinga;1;0.0
0;439;Facebook  FB Option Traders Betting On A Holiday Rally  ;"Facebook $FB Option Traders Betting On A Holiday Rally

https://t.co/TxAxupG1gg";1;0.0
0;440;Insider Selling  Facebook  Inc   FB VP Sells     Shares of Stock   stocks;Insider Selling: Facebook, Inc. $FB VP Sells 260 Shares of Stock https://t.co/11iivbXLLN #stocks;1;0.0
0;441;Insider Selling  Facebook  Inc   FB VP Sells     Shares of Stock ;Insider Selling: Facebook, Inc. $FB VP Sells 260 Shares of Stock https://t.co/AmksH6dCbW;1;0.0
0;442;Facebook  Inc   FB VP Sells            in Stock ;Facebook, Inc. $FB VP Sells $52,002.60 in Stock https://t.co/dyzh5NTcis;1;0.0
-1;443; IBD ECarson  IBDinvestors Why  FB  They have nothing to do with China ;@IBD_ECarson @IBDinvestors Why $FB. They have nothing to do with China.;1;0.0
0;444;I am bullish on  FB with a target price of        in   mos  on Vetr  ;I am bullish on $FB with a target price of $333.3 in 6 mos. on Vetr! https://t.co/d0mIRJH4Gg;1;0.0
0;445; VXX weekly  Falling wedge at support  crazy how news happens right when it s supposed to   we have a bounce with this recently signed bill   fb  amzn  aapl  nvda  hoog  spy  spx  vix  btc  qqq  iwm  roku  amd  dis  baba  ba  ttd  msft  shop  tvix ;"$VXX weekly

Falling wedge at support, crazy how news happens right when it’s supposed to - we have a bounce with this recently signed bill

$fb $amzn $aapl $nvda $hoog $spy $spx $vix $btc $qqq $iwm $roku $amd $dis $baba $ba $ttd $msft $shop $tvix https://t.co/lwrBj27dO3";1;0.5619047619047619
-1;446;A Conversation With Sheryl Sandberg  FB  ;A Conversation With Sheryl Sandberg $FB https://t.co/XXF4wFNQTF https://t.co/Nz3FcIhPpY;0;0.0
-1;447; JeffMacke Solipsism an untenable position  no private language  Charlie s the social ideal before the world corrupted by  FB  Calvin  amp  Hobbes is neither   nor dual  yet non nihilistic  hero of a      faces  Otherwise  they d drink themselves to death like Tom Wolfe  ;"@JeffMacke Solipsism an untenable position (no private language) Charlie's the social ideal before the world corrupted by $FB. Calvin &amp; Hobbes is neither 1 nor dual, yet non nihilistic, hero of a 1000 faces. Otherwise, they'd drink themselves to death like Tom Wolfe

https://t.co/JlSqsLLw93";1;0.48055555555555557
-1;448; zerohedge Did they learn it from  FB ;@zerohedge Did they learn it from $FB?;1;0.0
-1;449; FB   New Insider Filing on  VP and General Counsel  JENNIFER NEWSTEAD   ;"$FB:

New Insider Filing on

VP and General Counsel

JENNIFER NEWSTEAD:

https://t.co/XKEvc3Biwq";1;0.4772727272727273
0;450;Chart of the day  FB finished       higher ;Chart of the day $FB finished 1.52% higher https://t.co/9BBy29BmSw;1;0.5
-1;451; FB Facebook  Inc  SEC Filing  Form   ;$FB Facebook, Inc. SEC Filing: Form 4 https://t.co/DXFJMamGD2;1;0.6
0;452;Insider Newstead Jennifer reports selling     shares of  FB for a total cost of              CLICK  FOR PREDICTIVE ANALYTICS   ;"Insider Newstead Jennifer reports selling 260 shares of $FB for a total cost of $52,002.60 
[CLICK  FOR PREDICTIVE ANALYTICS]  https://t.co/p7DqoP5800";1;0.75
0;453; FB starting to looks pretty good     will wanna tap that resistance around     area probably ;$FB starting to looks pretty good ....will wanna tap that resistance around 207 area probably https://t.co/3BHMM5TU5A;1;0.5666666666666668
-1;454; FB   Statement of Changes in Beneficial Ownership     ;$FB - Statement of Changes in Beneficial Ownership (4) https://t.co/TkbI2ce2cY;1;0.0
0;455; STOCK  Options      FB  LONG    CALL at             expiration   STOP  Moving stop to        RESULTS  Stopped out of half up      Closed second half up       Options  OptionsTrading  DayTrading   Kdaytrade ;"#STOCK #Options - 

$FB

LONG 200CALL at 1.07, 11/29 expiration.

STOP: Moving stop to 2.00.

RESULTS: Stopped out of half up 100% Closed second half up 92%

#Options #OptionsTrading #DayTrading #1Kdaytrade https://t.co/wdv2INrUYQ";1;0.16666666666666666
0;456;Robinhood users with some strange action on  FB stock ;Robinhood users with some strange action on $FB stock https://t.co/kgYTVQEtzw;0;125
0;457; FB  Facebook Option Traders Betting On A Holiday Rally  ;"$FB  Facebook Option Traders Betting On A Holiday Rally

https://t.co/U3GXgcxMZF";1;0.0
-1;458;Analysis Of    M Instagram Posts Shows Massive Growth Of Interest In CBD  Especially In Beauty Markets  FB  via  benzinga  Cannabis  BZCannabis x  JavierHasse    SocStandards;"Analysis Of 195M Instagram Posts Shows Massive Growth Of Interest In CBD, Especially In Beauty Markets $FB https://t.co/wmOxDArf7V via @benzinga #Cannabis
#BZCannabis x @JavierHasse + @SocStandards";1;1.0
-1;459; WallStreetBean Stay away from my  FB Jessie  ;@WallStreetBean Stay away from my $FB Jessie !;0;0.0
-1;460;We now know Facebook went after FitBit  The winning bid was only     M more  They didn t want it   FB;We now know Facebook went after FitBit. The winning bid was only $100M more. They didn’t want it. $FB;1;0.75
-1;461; tweetatmehomie Zuck use to inspire  Now he is just a greeedy fuck  Invest in  FB if you think  printing money  is the most important thing for a CEO to focus on ;@tweetatmehomie Zuck use to inspire. Now he is just a greeedy fuck. Invest in $FB if you think “printing money” is the most important thing for a CEO to focus on.;1;0.7000000000000001
-1;462; Beat Games will join the Oculus Studio division of Facebook  but it will operate independently out of Prague    FB ;“Beat Games will join the Oculus Studio division of Facebook, but it will operate independently out of Prague”  $FB https://t.co/a6rRMiA2Bd;1;125
-1;463;   months ago    FB      ;"10 months ago 

$FB +36% https://t.co/IzhfOQElV7";0;0.0
0;464; FB  Facebook Class A Weekly Equity Idea Highlight               Market expectations are for FB s current doldrums to continue in perpetuity  The market is expecting UAFRS based  Uniform  ROA  ROA   to fade from     in      to         in    equity  stocks ;$FB #Facebook Class A Weekly Equity Idea Highlight - 2019 11 27: Market expectations are for FB's current doldrums to continue in perpetuity. The market is expecting UAFRS-based (Uniform) ROA (ROA') to fade from 65% in 2017 to 20%-25% in… https://t.co/lbJTKAgSEB #equity #stocks https://t.co/sYskMVxxwL;0;0.4
0;465;The money that can be made in options is just insane  Strategies are a lot harder to grasp than trading small caps imo  I had an average of      today on  FB sold at      and it went to      lol  Just wish I could come up with a system of hitting something like that consistently ;The money that can be made in options is just insane. Strategies are a lot harder to grasp than trading small caps imo. I had an average of 0.22 today on $FB sold at 0.66 and it went to 1.25 lol. Just wish I could come up with a system of hitting something like that consistently https://t.co/WX2bZhhIGz;1;0.4583333333333333
0;466;Cut that shit out  Some of us have short  FB deltas ya noobs  ;Cut that shit out. Some of us have short $FB deltas ya noobs. https://t.co/4gRFbKF5ec;-1;0.55
0;467; FB pushes through Tuesday s high   Sentiment  Bullish  FB  Facebook;"$FB pushes through Tuesday's high: https://t.co/naFeMMwhxM
Sentiment: Bullish #FB #Facebook";1;0.5399999999999999
0;468; stocks  FB Bullish Options Flow In FB Stock ;#stocks $FB Bullish Options Flow In FB Stock https://t.co/KdJP50fM0Y;1;0.0
-1;469;OUT  FB Nov         W        Put           ;"OUT $FB Nov 29 2019 W 202.50 Put @$1.00
-03";1;0.0
-1;470;added  FB Dec Feb     call calendars;added $FB Dec/Feb 210 call calendars;0;0.0
0;471;Facebook Option Traders Betting On A Holiday Rally  FB ;"Facebook Option Traders Betting On A Holiday Rally
$FB
https://t.co/hLmFEYXATC";1;0.0
0;472; FB loaded some     calls ;"$FB loaded some 300 calls
https://t.co/CZ4hoj8V9g";0;0.0
-1;473; FB      ppl I  lovet   ;"$FB
$250 ppl I  lovet . https://t.co/KEwPjebfGR";0;0.0
0;474; FB     s resistance  nice call action this am  ;$FB $205s resistance, nice call action this am https://t.co/yfSqYnYoid https://t.co/dRVWIBAn6V;1;0.55
-1;475; ManicTrading what are we doing with the rest of the  FB;@ManicTrading what are we doing with the rest of the $FB;1;0.0
0;476;HWG Holdings LP Grows Position in Facebook  Inc   NASDAQ FB   FB ;HWG Holdings LP Grows Position in Facebook, Inc. (NASDAQ:FB) $FB https://t.co/03VcNCLlcz;0;0.0
0;477; FB here is your only pull back today to get in for Friday;$FB here is your only pull back today to get in for Friday;1;0.5
0;478; FB  Strong  Buy now we pass the       up to      ;"$FB

Strong. Buy now we pass the $200 ,up to $260 https://t.co/Dl9LFHnMHa";1;0.7333333333333333
-1;479; FB A Conversation With Sheryl Sandberg via ;$FB A Conversation With Sheryl Sandberg via https://t.co/dU2ohMsCEH;0;0.0
0;480; IdeasPrime   FB is it strong by sense it broke     today give me price target for next   months plz;@IdeasPrime  $FB is it strong by sense it broke 200 today give me price target for next 6 months plz;1;0.36666666666666664
0;481; YUM         gap fill    tsla  aapl  tsla  fb  amaz  nflx  amd  nvda  mu  cgc  bynd  spy ;"$YUM $109.49 gap fill.

$tsla $aapl $tsla $fb $amaz $nflx $amd $nvda $mu $cgc $bynd $spy https://t.co/BiFS41oNQU";0;0.0
-1;482; FB great Xmas gift     HO HO HO  Cha Ching Cha Ching         ;"$FB great Xmas gift!!!

HO HO HO

Cha-Ching Cha-Ching 1/30/20 https://t.co/aYg6rqjSrd";1;0.75
-1;483; FB is pretty serious about Portal  KimK and JLo in one ad    ;"$FB is pretty serious about Portal

KimK and JLo in one ad 👀

https://t.co/S00nuLeBBb";1;0.8333333333333333
0;484;If we dont get to      just cut  FB  Shoudlve sold  I was up         ;If we dont get to 204, just cut $FB. Shoudlve sold. I was up 90% 😡😠😠😡;0;0.0
0;485;New Mexico Educational Retirement Board Sells        Shares of Facebook  Inc   NASDAQ FB   FB ;New Mexico Educational Retirement Board Sells 10,100 Shares of Facebook, Inc. (NASDAQ:FB) $FB https://t.co/1wafKmeDvi;1;0.3522727272727273
-1;486;Cows wearing  VR headsets might produce better milk  Is it  FB or Sony    via  engadget  agriculture;Cows wearing #VR headsets might produce better milk. Is it $FB or Sony ? https://t.co/E5aZhUkaon via @engadget #agriculture;1;0.5
-1;487; FB almost     ;$FB almost 203 https://t.co/Elp5vM5aNF;0;0.0
-1;488;WOW a CA libtard Judge with some common sense    FB Facebook must face data breach class action on security  but not damages  judge  via  ChannelNewsAsia;"WOW a CA libtard Judge with some common sense.

$FB Facebook must face data breach class action on security, but not damages: judge https://t.co/WbGIfAiHHF via @ChannelNewsAsia";0;0.5333333333333333
-1;489; FB  FB breakout over          is major resistance next  good hold and long;$FB #FB breakout over 200, 205 is major resistance next, good hold and long;1;375
-1;490;Facebook s Latest Spying App Is Viewpoints  themotleyfool  stocks  FB  facebook  spying  privacy ;Facebook's Latest Spying App Is Viewpoints @themotleyfool #stocks $FB #facebook #spying #privacy https://t.co/3JzUFviB7F;0;0.9
0;491; FB     run  call buyers making big     ;$FB  4$ run, call buyers making big $$$ https://t.co/Mx3hU5RAq6;1;0.1
0;492;Closing  FB at    for about      but you can probably push yojr luck to      ;Closing $FB at .3 for about 115% but you can probably push yojr luck to .35 😍;1;0.0
0;493;Long  FB after options buying   Still accepting political ads   Bloomberg plans to spend extensively  ;Long $FB after options buying.  Still accepting political ads.  Bloomberg plans to spend extensively. https://t.co/iJ6v2Q5CbB;1;0.27777777777777773
-1;494; Dustinw          wallstreetelix  Oh love her and her dyslexic typing but she make some good calls   FB;@Dustinw84180140 @wallstreetelix5 Oh love her and her dyslexic typing but she make some good calls. $FB;1;0.6000000000000001
0;495; T         thanks T   FB is looking good too  Don t you have some Calls ;@T66476371 thanks T. $FB is looking good too. Don't you have some Calls?;1;0.4
-1;496;Go check out the  FB weekly chart   Gallop mode potential;"Go check out the $FB weekly chart.

Gallop mode potential";1;1.0
0;497;New perfect trade setups on  FB gave       profit        breakout from alert with         target   It s been working since      first alerted level  Congratulations to long;New perfect trade setups on $FB gave $2.50 profit.  $200 breakout from alert with $202.50 target.  It's been working since $191 first alerted level. Congratulations to long;1;0.546969696969697
-1;498; wallstreetelix  I m going buy me a kitchen baby   FB;@wallstreetelix5 I’m going buy me a kitchen baby! $FB;1;0.0
0;499; FB almost at       chop chop   ;$FB almost at 100%  chop chop!!!;0;0.0
0;500; wallstreetelix   FB running;@wallstreetelix5 $FB running;0;0.0
0;501; FB all set for break into    week high soon;$FB all set for break into 52 week high soon;1;0.5399999999999999
0;502; FB nearing     level    ;$FB nearing 203 level 💪💪 https://t.co/yeOucWUDaa;1;0.0
0;503; wallstreetelix   FB is moving closer and closer to its   wk highs   Facebook investors are exceedingly bullish ;@wallstreetelix5 $FB is moving closer and closer to its 52wk highs. #Facebook investors are exceedingly bullish.;1;0.0
0;504;Can we get another dollar in  FB before the close   Thanks ;Can we get another dollar in $FB before the close?! Thanks!;1;0.2
-1;505; FB opps      ;"$FB opps....

https://t.co/VzDndTOdfL";0;0.0
0;506; FB unusual option activity  ;"$FB unusual option activity

https://t.co/hJT6n5KVPx";1;1.0
0;507; FB up       ;$FB up 40% 😂😁;0;0.0
-1;508; FB Facebook Judge Won t Let    Million Users Seek Damages for Hack via ;$FB Facebook Judge Won't Let 29 Million Users Seek Damages for Hack via https://t.co/dU2ohMsCEH;1;0.0
0;509;new perfect trade setups on  FB gave       profit        breakout from alert with         target   It s been working since      first alerted level  Congratulations to long;new perfect trade setups on $FB gave $2.50 profit.  $200 breakout from alert with $202.50 target.  It's been working since $191 first alerted level. Congratulations to long;1;0.546969696969697
-1;510;Facebook s Latest Spying App Is Viewpoints  FB  facebook ;Facebook's Latest Spying App Is Viewpoints $FB @facebook https://t.co/XqOSwTrLGB;0;0.9
0;511; FB Gotta love a system that alerts you to unusual options activity before it hits  CNBC      trading  OptionsTrading ;$FB Gotta love a system that alerts you to unusual options activity before it hits @CNBC.... #trading #OptionsTrading https://t.co/UjNIoNpsQi;1;0.8
-1;512;Facebook    FB       Long or short it on WCX   ;"Facebook | $FB

200

Long or short it on WCX: https://t.co/8LMozLI41q https://t.co/uh95eTpWzH";0;0.35
-1;513; FB  Clean kill  ;$FB. Clean kill https://t.co/r8HX3CvRfv https://t.co/jJBlDI919X;-1;0.7000000000000001
0;514;Jon Najarian of  highlighting unusual CALL activity   gt       Dec   th        s  in Facebook  FB  currently       at           jonnajarian  petenajarian ps  good wishes for Thanksgiving options guys    ;"Jon Najarian of https://t.co/wQyU2sojtK highlighting unusual CALL activity (&gt;12000 Dec'13th $207.50s) in Facebook $FB, currently +1.8% at $202.52. @jonnajarian @petenajarian ps. good wishes for Thanksgiving options guys. 🐻 https://t.co/8MaGP2FLmQ";1;0.6666666666666666
0;515; MaskedNinja   Yeah   it was just a guess   But I didn t see much of a hit this year in share price  FB especially from all the flack they ve received from all ends   Plus their Q       just looked really solid going forward;"@MaskedNinja76 Yeah - it was just a guess.  But I didn't see much of a hit this year in share price $FB especially from all the flack they've received from all ends.

Plus their Q3'19 - just looked really solid going forward";1;0.43333333333333335
-1;516; Election      facebook ad spending for the last     days    FB ;"#Election2020 @facebook ad spending for the last ~30 days:

$FB https://t.co/g17hUJtlWN";0;0.06666666666666667
0;517;I hate opening positions on short weeks or holidays but I ll be looking to enter short  ES F around         level today   Friday  half day    spy  spx  vix  aapl  tsla  fb  nflx  dis;"I hate opening positions on short weeks or holidays but I'll be looking to enter short $ES_F around 3150-60 level today - Friday (half day)

$spy $spx $vix $aapl $tsla $fb $nflx $dis";0;0.4166666666666667
-1;518;BOT  FB Nov         W        Put       ;BOT $FB Nov 29 2019 W 202.50 Put @$1.03;1;0.0
0;519; LegacyValue Pretty bullish on  FB but     its a consensus sell side long with some pretty high price targets  ;@LegacyValue Pretty bullish on $FB but.... its a consensus sell-side long with some pretty high price targets? https://t.co/vWH8NrJVGi;1;735
0;520; JJMFinancials I kick myself for selling my long  FB position    I sold it because of political headwinds    ;@JJMFinancials I kick myself for selling my long $FB position... I sold it because of political headwinds.  😩;1;0.25
0;521; FB Chart update  confirming breakout  ;$FB Chart update, confirming breakout. https://t.co/xlq332n0WQ;1;0.0
